Indice;Algoritmo;D;Tamanho;Tipo;Tempo_ms;Memoria_B
8;D-Heap-Min;3;1000;aleatorio;0.402498;4224
9;D-Heap-Min;3;1000;aleatorio;0.593097;4224
10;D-Heap-Min;3;1000;aleatorio;0.457198;4224
11;D-Heap-Min;3;1000;aleatorio;0.455298;4224
12;D-Heap-Min;3;1000;aleatorio;0.526998;4224
13;D-Heap-Min;3;1000;aleatorio;0.396498;4224
14;D-Heap-Min;3;1000;aleatorio;0.321599;4224
15;D-Heap-Min;3;1000;aleatorio;0.302599;4224
16;D-Heap-Min;3;1000;aleatorio;0.365598;4224
17;D-Heap-Min;3;1000;aleatorio;0.547398;4224
18;D-Heap-Min;3;1000;aleatorio;0.394498;4224
19;D-Heap-Min;3;1000;aleatorio;0.515198;4224
20;D-Heap-Min;3;1000;aleatorio;0.408798;4224
1;D-Heap-Min;4;1000;aleatorio;0.381998;4160
2;D-Heap-Min;4;1000;aleatorio;0.349899;4160
3;D-Heap-Min;4;1000;aleatorio;0.296699;4160
4;D-Heap-Min;4;1000;aleatorio;0.306498;4160
5;D-Heap-Min;4;1000;aleatorio;0.295299;4160
6;D-Heap-Min;4;1000;aleatorio;0.295799;4160
7;D-Heap-Min;4;1000;aleatorio;0.295699;4160
8;D-Heap-Min;4;1000;aleatorio;0.334298;4160
9;D-Heap-Min;4;1000;aleatorio;0.295399;4160
10;D-Heap-Min;4;1000;aleatorio;0.323799;4160
11;D-Heap-Min;4;1000;aleatorio;0.305399;4160
12;D-Heap-Min;4;1000;aleatorio;0.295299;4160
13;D-Heap-Min;4;1000;aleatorio;0.295899;4160
14;D-Heap-Min;4;1000;aleatorio;0.305698;4160
15;D-Heap-Min;4;1000;aleatorio;0.321399;4160
16;D-Heap-Min;4;1000;aleatorio;0.295699;4160
17;D-Heap-Min;4;1000;aleatorio;0.306299;4160
18;D-Heap-Min;4;1000;aleatorio;0.296198;4160
19;D-Heap-Min;4;1000;aleatorio;0.295999;4160
20;D-Heap-Min;4;1000;aleatorio;0.295599;4160
1;D-Heap-Min;8;1000;aleatorio;0.346998;4128
2;D-Heap-Min;8;1000;aleatorio;0.333399;4128
3;D-Heap-Min;8;1000;aleatorio;0.331899;4128
4;D-Heap-Min;8;1000;aleatorio;0.341698;4128
5;D-Heap-Min;8;1000;aleatorio;0.331199;4128
6;D-Heap-Min;8;1000;aleatorio;0.331598;4128
7;D-Heap-Min;8;1000;aleatorio;0.349799;4128
8;D-Heap-Min;8;1000;aleatorio;0.337298;4128
9;D-Heap-Min;8;1000;aleatorio;0.331199;4128
10;D-Heap-Min;8;1000;aleatorio;0.341699;4128
11;D-Heap-Min;8;1000;aleatorio;0.331298;4128
12;D-Heap-Min;8;1000;aleatorio;0.373399;4128
13;D-Heap-Min;8;1000;aleatorio;0.330598;4128
14;D-Heap-Min;8;1000;aleatorio;0.331199;4128
15;D-Heap-Min;8;1000;aleatorio;0.341098;4128
16;D-Heap-Min;8;1000;aleatorio;0.330699;4128
17;D-Heap-Min;8;1000;aleatorio;0.330899;4128
18;D-Heap-Min;8;1000;aleatorio;0.341198;4128
19;D-Heap-Min;8;1000;aleatorio;0.341399;4128
20;D-Heap-Min;8;1000;aleatorio;0.331198;4128
1;SmoothSort;-;1000;aleatorio;0.558498;4000
2;SmoothSort;-;1000;aleatorio;0.474098;4000
3;SmoothSort;-;1000;aleatorio;0.559198;4000
4;SmoothSort;-;1000;aleatorio;0.627397;4000
5;SmoothSort;-;1000;aleatorio;0.473598;4000
6;SmoothSort;-;1000;aleatorio;0.457298;4000
7;SmoothSort;-;1000;aleatorio;0.458498;4000
8;SmoothSort;-;1000;aleatorio;0.456798;4000
9;SmoothSort;-;1000;aleatorio;0.444298;4000
10;SmoothSort;-;1000;aleatorio;0.444099;4000
11;SmoothSort;-;1000;aleatorio;0.455298;4000
12;SmoothSort;-;1000;aleatorio;0.443798;4000
13;SmoothSort;-;1000;aleatorio;0.454598;4000
14;SmoothSort;-;1000;aleatorio;0.469898;4000
15;SmoothSort;-;1000;aleatorio;0.453898;4000
16;SmoothSort;-;1000;aleatorio;0.451198;4000
17;SmoothSort;-;1000;aleatorio;0.454798;4000
18;SmoothSort;-;1000;aleatorio;0.453398;4000
19;SmoothSort;-;1000;aleatorio;0.456798;4000
20;SmoothSort;-;1000;aleatorio;0.444798;4000
1;D-Heap-Max;2;10000;ordenado;4.82908;40448
2;D-Heap-Max;2;10000;ordenado;5.17218;40448
3;D-Heap-Max;2;10000;ordenado;4.46348;40448
4;D-Heap-Max;2;10000;ordenado;4.46458;40448
5;D-Heap-Max;2;10000;ordenado;4.52828;40448
6;D-Heap-Max;2;10000;ordenado;4.43968;40448
7;D-Heap-Max;2;10000;ordenado;4.44218;40448
8;D-Heap-Max;2;10000;ordenado;4.56948;40448
9;D-Heap-Max;2;10000;ordenado;5.95718;40448
10;D-Heap-Max;2;10000;ordenado;4.48508;40448
11;D-Heap-Max;2;10000;ordenado;4.43138;40448
12;D-Heap-Max;2;10000;ordenado;4.46858;40448
13;D-Heap-Max;2;10000;ordenado;4.61938;40448
14;D-Heap-Max;2;10000;ordenado;4.45008;40448
15;D-Heap-Max;2;10000;ordenado;6.27357;40448
16;D-Heap-Max;2;10000;ordenado;4.81968;40448
17;D-Heap-Max;2;10000;ordenado;4.71508;40448
18;D-Heap-Max;2;10000;ordenado;4.48128;40448
19;D-Heap-Max;2;10000;ordenado;4.42448;40448
20;D-Heap-Max;2;10000;ordenado;4.44108;40448
1;D-Heap-Max;3;10000;ordenado;3.63189;40288
2;D-Heap-Max;3;10000;ordenado;3.61049;40288
3;D-Heap-Max;3;10000;ordenado;3.60028;40288
4;D-Heap-Max;3;10000;ordenado;3.61089;40288
5;D-Heap-Max;3;10000;ordenado;3.59748;40288
6;D-Heap-Max;3;10000;ordenado;3.71258;40288
7;D-Heap-Max;3;10000;ordenado;3.60358;40288
8;D-Heap-Max;3;10000;ordenado;3.61549;40288
9;D-Heap-Max;3;10000;ordenado;3.58819;40288
10;D-Heap-Max;3;10000;ordenado;3.67618;40288
11;D-Heap-Max;3;10000;ordenado;3.59768;40288
12;D-Heap-Max;3;10000;ordenado;3.70138;40288
13;D-Heap-Max;3;10000;ordenado;3.61628;40288
14;D-Heap-Max;3;10000;ordenado;3.62278;40288
15;D-Heap-Max;3;10000;ordenado;3.59878;40288
16;D-Heap-Max;3;10000;ordenado;3.61818;40288
17;D-Heap-Max;3;10000;ordenado;3.64828;40288
18;D-Heap-Max;3;10000;ordenado;3.59719;40288
19;D-Heap-Max;3;10000;ordenado;3.61129;40288
20;D-Heap-Max;3;10000;ordenado;3.58868;40288
1;D-Heap-Max;4;10000;ordenado;3.55328;40224
2;D-Heap-Max;4;10000;ordenado;3.52899;40224
3;D-Heap-Max;4;10000;ordenado;3.96478;40224
4;D-Heap-Max;4;10000;ordenado;3.61549;40224
5;D-Heap-Max;4;10000;ordenado;3.57199;40224
6;D-Heap-Max;4;10000;ordenado;3.61978;40224
7;D-Heap-Max;4;10000;ordenado;3.70388;40224
8;D-Heap-Max;4;10000;ordenado;3.57969;40224
9;D-Heap-Max;4;10000;ordenado;3.59458;40224
10;D-Heap-Max;4;10000;ordenado;3.56808;40224
11;D-Heap-Max;4;10000;ordenado;3.68219;40224
12;D-Heap-Max;4;10000;ordenado;3.59829;40224
13;D-Heap-Max;4;10000;ordenado;3.57429;40224
14;D-Heap-Max;4;10000;ordenado;3.61299;40224
15;D-Heap-Max;4;10000;ordenado;3.61748;40224
16;D-Heap-Max;4;10000;ordenado;3.61379;40224
17;D-Heap-Max;4;10000;ordenado;3.58289;40224
18;D-Heap-Max;4;10000;ordenado;3.58159;40224
19;D-Heap-Max;4;10000;ordenado;3.59259;40224
20;D-Heap-Max;4;10000;ordenado;3.60008;40224
1;D-Heap-Max;8;10000;ordenado;3.93278;40160
2;D-Heap-Max;8;10000;ordenado;3.93098;40160
3;D-Heap-Max;8;10000;ordenado;3.93028;40160
4;D-Heap-Max;8;10000;ordenado;3.93128;40160
5;D-Heap-Max;8;10000;ordenado;3.91858;40160
6;D-Heap-Max;8;10000;ordenado;3.90388;40160
7;D-Heap-Max;8;10000;ordenado;4.01298;40160
8;D-Heap-Max;8;10000;ordenado;3.94078;40160
9;D-Heap-Max;8;10000;ordenado;3.91698;40160
10;D-Heap-Max;8;10000;ordenado;3.90418;40160
11;D-Heap-Max;8;10000;ordenado;3.92078;40160
12;D-Heap-Max;8;10000;ordenado;4.14198;40160
13;D-Heap-Max;8;10000;ordenado;4.08508;40160
14;D-Heap-Max;8;10000;ordenado;5.05838;40160
15;D-Heap-Max;8;10000;ordenado;3.95838;40160
16;D-Heap-Max;8;10000;ordenado;4.01718;40160
17;D-Heap-Max;8;10000;ordenado;3.93938;40160
18;D-Heap-Max;8;10000;ordenado;3.91548;40160
19;D-Heap-Max;8;10000;ordenado;3.92588;40160
20;D-Heap-Max;8;10000;ordenado;3.90718;40160
1;D-Heap-Min;2;10000;ordenado;4.17898;40448
2;D-Heap-Min;2;10000;ordenado;4.36828;40448
3;D-Heap-Min;2;10000;ordenado;4.22448;40448
4;D-Heap-Min;2;10000;ordenado;4.18228;40448
5;D-Heap-Min;2;10000;ordenado;4.17948;40448
6;D-Heap-Min;2;10000;ordenado;4.17208;40448
7;D-Heap-Min;2;10000;ordenado;4.48978;40448
8;D-Heap-Min;2;10000;ordenado;4.16318;40448
9;D-Heap-Min;2;10000;ordenado;4.18438;40448
10;D-Heap-Min;2;10000;ordenado;4.17298;40448
11;D-Heap-Min;2;10000;ordenado;4.44688;40448
12;D-Heap-Min;2;10000;ordenado;4.18548;40448
13;D-Heap-Min;2;10000;ordenado;4.16298;40448
14;D-Heap-Min;2;10000;ordenado;4.17418;40448
15;D-Heap-Min;2;10000;ordenado;4.74138;40448
16;D-Heap-Min;2;10000;ordenado;4.19688;40448
17;D-Heap-Min;2;10000;ordenado;4.34378;40448
18;D-Heap-Min;2;10000;ordenado;4.25068;40448
19;D-Heap-Min;2;10000;ordenado;4.32368;40448
20;D-Heap-Min;2;10000;ordenado;4.22128;40448
1;D-Heap-Min;3;10000;ordenado;4.60688;40288
2;D-Heap-Min;3;10000;ordenado;4.88468;40288
3;D-Heap-Min;3;10000;ordenado;5.00198;40288
4;D-Heap-Min;3;10000;ordenado;5.14528;40288
5;D-Heap-Min;3;10000;ordenado;6.38427;40288
6;D-Heap-Min;3;10000;ordenado;9.41286;40288
7;D-Heap-Min;3;10000;ordenado;14.9444;40288
8;D-Heap-Min;3;10000;ordenado;5.50388;40288
9;D-Heap-Min;3;10000;ordenado;5.71157;40288
10;D-Heap-Min;3;10000;ordenado;6.01438;40288
11;D-Heap-Min;3;10000;ordenado;9.38076;40288
12;D-Heap-Min;3;10000;ordenado;4.97728;40288
13;D-Heap-Min;3;10000;ordenado;13.4446;40288
14;D-Heap-Min;3;10000;ordenado;3.67028;40288
15;D-Heap-Min;3;10000;ordenado;4.41718;40288
16;D-Heap-Min;3;10000;ordenado;4.17578;40288
17;D-Heap-Min;3;10000;ordenado;3.54638;40288
18;D-Heap-Min;3;10000;ordenado;3.93368;40288
19;D-Heap-Min;3;10000;ordenado;5.38818;40288
20;D-Heap-Min;3;10000;ordenado;4.60998;40288
1;D-Heap-Min;4;10000;ordenado;4.02218;40224
2;D-Heap-Min;4;10000;ordenado;4.80428;40224
3;D-Heap-Min;4;10000;ordenado;4.24648;40224
4;D-Heap-Min;4;10000;ordenado;3.83968;40224
5;D-Heap-Min;4;10000;ordenado;3.50209;40224
6;D-Heap-Min;4;10000;ordenado;3.77998;40224
7;D-Heap-Min;4;10000;ordenado;4.83808;40224
8;D-Heap-Min;4;10000;ordenado;3.37709;40224
9;D-Heap-Min;4;10000;ordenado;3.34589;40224
10;D-Heap-Min;4;10000;ordenado;3.41228;40224
11;D-Heap-Min;4;10000;ordenado;3.49179;40224
12;D-Heap-Min;4;10000;ordenado;3.75418;40224
13;D-Heap-Min;4;10000;ordenado;3.38579;40224
14;D-Heap-Min;4;10000;ordenado;3.34739;40224
15;D-Heap-Min;4;10000;ordenado;3.40139;40224
16;D-Heap-Min;4;10000;ordenado;3.52068;40224
17;D-Heap-Min;4;10000;ordenado;3.36449;40224
18;D-Heap-Min;4;10000;ordenado;3.33479;40224
19;D-Heap-Min;4;10000;ordenado;3.37548;40224
20;D-Heap-Min;4;10000;ordenado;3.34479;40224
1;D-Heap-Min;8;10000;ordenado;3.78248;40160
2;D-Heap-Min;8;10000;ordenado;3.49309;40160
3;D-Heap-Min;8;10000;ordenado;3.52258;40160
4;D-Heap-Min;8;10000;ordenado;3.51058;40160
5;D-Heap-Min;8;10000;ordenado;3.50138;40160
6;D-Heap-Min;8;10000;ordenado;3.51458;40160
7;D-Heap-Min;8;10000;ordenado;3.50618;40160
8;D-Heap-Min;8;10000;ordenado;3.66488;40160
9;D-Heap-Min;8;10000;ordenado;3.51909;40160
10;D-Heap-Min;8;10000;ordenado;3.50149;40160
11;D-Heap-Min;8;10000;ordenado;3.51378;40160
12;D-Heap-Min;8;10000;ordenado;3.52028;40160
13;D-Heap-Min;8;10000;ordenado;3.55138;40160
14;D-Heap-Min;8;10000;ordenado;3.51139;40160
15;D-Heap-Min;8;10000;ordenado;3.49869;40160
16;D-Heap-Min;8;10000;ordenado;3.51478;40160
17;D-Heap-Min;8;10000;ordenado;3.49699;40160
18;D-Heap-Min;8;10000;ordenado;3.60448;40160
19;D-Heap-Min;8;10000;ordenado;3.51338;40160
20;D-Heap-Min;8;10000;ordenado;3.50439;40160
1;SmoothSort;-;10000;ordenado;0.449298;40000
2;SmoothSort;-;10000;ordenado;0.455698;40000
3;SmoothSort;-;10000;ordenado;0.462498;40000
4;SmoothSort;-;10000;ordenado;0.446498;40000
5;SmoothSort;-;10000;ordenado;0.446198;40000
6;SmoothSort;-;10000;ordenado;0.446498;40000
7;SmoothSort;-;10000;ordenado;0.446098;40000
8;SmoothSort;-;10000;ordenado;0.446498;40000
9;SmoothSort;-;10000;ordenado;0.446498;40000
10;SmoothSort;-;10000;ordenado;0.446399;40000
11;SmoothSort;-;10000;ordenado;0.473398;40000
12;SmoothSort;-;10000;ordenado;0.446699;40000
13;SmoothSort;-;10000;ordenado;0.446798;40000
14;SmoothSort;-;10000;ordenado;0.456598;40000
15;SmoothSort;-;10000;ordenado;0.446598;40000
16;SmoothSort;-;10000;ordenado;0.446298;40000
17;SmoothSort;-;10000;ordenado;0.446598;40000
18;SmoothSort;-;10000;ordenado;0.446298;40000
19;SmoothSort;-;10000;ordenado;0.446498;40000
20;SmoothSort;-;10000;ordenado;0.453798;40000
1;D-Heap-Max;2;10000;invertido;4.38208;40448
2;D-Heap-Max;2;10000;invertido;4.10988;40448
3;D-Heap-Max;2;10000;invertido;4.09878;40448
4;D-Heap-Max;2;10000;invertido;4.11918;40448
5;D-Heap-Max;2;10000;invertido;4.21468;40448
6;D-Heap-Max;2;10000;invertido;4.12538;40448
7;D-Heap-Max;2;10000;invertido;4.10178;40448
8;D-Heap-Max;2;10000;invertido;4.12938;40448
9;D-Heap-Max;2;10000;invertido;4.11338;40448
10;D-Heap-Max;2;10000;invertido;4.22528;40448
11;D-Heap-Max;2;10000;invertido;4.16978;40448
12;D-Heap-Max;2;10000;invertido;4.17548;40448
13;D-Heap-Max;2;10000;invertido;4.17838;40448
14;D-Heap-Max;2;10000;invertido;4.10778;40448
15;D-Heap-Max;2;10000;invertido;4.09658;40448
16;D-Heap-Max;2;10000;invertido;4.25958;40448
17;D-Heap-Max;2;10000;invertido;4.24738;40448
18;D-Heap-Max;2;10000;invertido;4.89498;40448
19;D-Heap-Max;2;10000;invertido;4.18078;40448
20;D-Heap-Max;2;10000;invertido;4.58028;40448
1;D-Heap-Max;3;10000;invertido;3.73269;40288
2;D-Heap-Max;3;10000;invertido;3.72128;40288
3;D-Heap-Max;3;10000;invertido;3.46759;40288
4;D-Heap-Max;3;10000;invertido;3.51928;40288
5;D-Heap-Max;3;10000;invertido;4.42868;40288
6;D-Heap-Max;3;10000;invertido;5.81538;40288
7;D-Heap-Max;3;10000;invertido;5.30668;40288
8;D-Heap-Max;3;10000;invertido;4.55098;40288
9;D-Heap-Max;3;10000;invertido;4.95368;40288
10;D-Heap-Max;3;10000;invertido;4.36828;40288
11;D-Heap-Max;3;10000;invertido;5.51598;40288
12;D-Heap-Max;3;10000;invertido;5.52348;40288
13;D-Heap-Max;3;10000;invertido;4.35478;40288
14;D-Heap-Max;3;10000;invertido;4.43878;40288
15;D-Heap-Max;3;10000;invertido;4.60538;40288
16;D-Heap-Max;3;10000;invertido;4.84678;40288
17;D-Heap-Max;3;10000;invertido;5.51228;40288
18;D-Heap-Max;3;10000;invertido;3.51719;40288
19;D-Heap-Max;3;10000;invertido;4.00258;40288
20;D-Heap-Max;3;10000;invertido;5.19408;40288
1;D-Heap-Max;4;10000;invertido;3.39179;40224
2;D-Heap-Max;4;10000;invertido;3.24119;40224
3;D-Heap-Max;4;10000;invertido;3.27149;40224
4;D-Heap-Max;4;10000;invertido;3.23739;40224
5;D-Heap-Max;4;10000;invertido;3.22759;40224
6;D-Heap-Max;4;10000;invertido;3.45079;40224
7;D-Heap-Max;4;10000;invertido;3.33869;40224
8;D-Heap-Max;4;10000;invertido;3.22969;40224
9;D-Heap-Max;4;10000;invertido;3.25929;40224
10;D-Heap-Max;4;10000;invertido;3.24239;40224
11;D-Heap-Max;4;10000;invertido;3.27809;40224
12;D-Heap-Max;4;10000;invertido;3.34759;40224
13;D-Heap-Max;4;10000;invertido;3.65568;40224
14;D-Heap-Max;4;10000;invertido;3.26729;40224
15;D-Heap-Max;4;10000;invertido;3.23169;40224
16;D-Heap-Max;4;10000;invertido;3.35999;40224
17;D-Heap-Max;4;10000;invertido;4.24778;40224
18;D-Heap-Max;4;10000;invertido;3.28079;40224
19;D-Heap-Max;4;10000;invertido;3.82108;40224
20;D-Heap-Max;4;10000;invertido;3.98838;40224
1;D-Heap-Max;8;10000;invertido;4.26078;40160
2;D-Heap-Max;8;10000;invertido;3.63788;40160
3;D-Heap-Max;8;10000;invertido;4.41318;40160
4;D-Heap-Max;8;10000;invertido;3.92928;40160
5;D-Heap-Max;8;10000;invertido;4.05618;40160
6;D-Heap-Max;8;10000;invertido;3.93688;40160
7;D-Heap-Max;8;10000;invertido;6.12637;40160
8;D-Heap-Max;8;10000;invertido;3.97808;40160
9;D-Heap-Max;8;10000;invertido;3.57029;40160
10;D-Heap-Max;8;10000;invertido;3.97258;40160
11;D-Heap-Max;8;10000;invertido;4.44418;40160
12;D-Heap-Max;8;10000;invertido;3.60978;40160
13;D-Heap-Max;8;10000;invertido;3.91258;40160
14;D-Heap-Max;8;10000;invertido;4.50978;40160
15;D-Heap-Max;8;10000;invertido;5.33818;40160
16;D-Heap-Max;8;10000;invertido;3.62798;40160
17;D-Heap-Max;8;10000;invertido;3.54899;40160
18;D-Heap-Max;8;10000;invertido;3.72308;40160
19;D-Heap-Max;8;10000;invertido;5.48128;40160
20;D-Heap-Max;8;10000;invertido;5.28458;40160
1;D-Heap-Min;2;10000;invertido;6.13167;40448
2;D-Heap-Min;2;10000;invertido;9.54126;40448
3;D-Heap-Min;2;10000;invertido;6.31557;40448
4;D-Heap-Min;2;10000;invertido;6.25077;40448
5;D-Heap-Min;2;10000;invertido;6.81967;40448
6;D-Heap-Min;2;10000;invertido;4.95448;40448
7;D-Heap-Min;2;10000;invertido;5.33998;40448
8;D-Heap-Min;2;10000;invertido;5.35688;40448
9;D-Heap-Min;2;10000;invertido;4.90398;40448
10;D-Heap-Min;2;10000;invertido;5.62688;40448
11;D-Heap-Min;2;10000;invertido;4.74178;40448
12;D-Heap-Min;2;10000;invertido;4.55098;40448
13;D-Heap-Min;2;10000;invertido;5.54938;40448
14;D-Heap-Min;2;10000;invertido;4.94368;40448
15;D-Heap-Min;2;10000;invertido;4.49878;40448
16;D-Heap-Min;2;10000;invertido;4.76298;40448
17;D-Heap-Min;2;10000;invertido;6.54547;40448
18;D-Heap-Min;2;10000;invertido;5.34348;40448
19;D-Heap-Min;2;10000;invertido;5.04188;40448
20;D-Heap-Min;2;10000;invertido;4.88948;40448
1;D-Heap-Min;3;10000;invertido;3.63008;40288
2;D-Heap-Min;3;10000;invertido;4.30658;40288
3;D-Heap-Min;3;10000;invertido;4.68648;40288
4;D-Heap-Min;3;10000;invertido;4.97018;40288
5;D-Heap-Min;3;10000;invertido;4.02998;40288
6;D-Heap-Min;3;10000;invertido;3.65299;40288
7;D-Heap-Min;3;10000;invertido;4.09428;40288
8;D-Heap-Min;3;10000;invertido;3.72948;40288
9;D-Heap-Min;3;10000;invertido;3.71238;40288
10;D-Heap-Min;3;10000;invertido;3.73138;40288
11;D-Heap-Min;3;10000;invertido;3.92428;40288
12;D-Heap-Min;3;10000;invertido;4.20128;40288
13;D-Heap-Min;3;10000;invertido;3.70228;40288
14;D-Heap-Min;3;10000;invertido;3.76968;40288
15;D-Heap-Min;3;10000;invertido;3.65228;40288
16;D-Heap-Min;3;10000;invertido;4.39348;40288
17;D-Heap-Min;3;10000;invertido;3.65408;40288
18;D-Heap-Min;3;10000;invertido;3.63658;40288
19;D-Heap-Min;3;10000;invertido;3.71888;40288
20;D-Heap-Min;3;10000;invertido;4.39228;40288
1;D-Heap-Min;4;10000;invertido;3.59929;40224
2;D-Heap-Min;4;10000;invertido;3.58258;40224
3;D-Heap-Min;4;10000;invertido;3.68678;40224
4;D-Heap-Min;4;10000;invertido;3.97688;40224
5;D-Heap-Min;4;10000;invertido;4.32258;40224
6;D-Heap-Min;4;10000;invertido;3.64378;40224
7;D-Heap-Min;4;10000;invertido;3.69768;40224
8;D-Heap-Min;4;10000;invertido;3.74328;40224
9;D-Heap-Min;4;10000;invertido;4.44228;40224
10;D-Heap-Min;4;10000;invertido;3.64608;40224
11;D-Heap-Min;4;10000;invertido;3.62308;40224
12;D-Heap-Min;4;10000;invertido;3.79818;40224
13;D-Heap-Min;4;10000;invertido;4.38458;40224
14;D-Heap-Min;4;10000;invertido;3.66568;40224
15;D-Heap-Min;4;10000;invertido;3.61588;40224
16;D-Heap-Min;4;10000;invertido;3.69078;40224
17;D-Heap-Min;4;10000;invertido;4.11068;40224
18;D-Heap-Min;4;10000;invertido;3.84588;40224
19;D-Heap-Min;4;10000;invertido;3.63598;40224
20;D-Heap-Min;4;10000;invertido;3.68858;40224
1;D-Heap-Min;8;10000;invertido;4.07518;40160
2;D-Heap-Min;8;10000;invertido;5.00758;40160
3;D-Heap-Min;8;10000;invertido;3.91108;40160
4;D-Heap-Min;8;10000;invertido;3.94498;40160
5;D-Heap-Min;8;10000;invertido;4.00338;40160
6;D-Heap-Min;8;10000;invertido;4.42098;40160
7;D-Heap-Min;8;10000;invertido;3.94088;40160
8;D-Heap-Min;8;10000;invertido;3.97448;40160
9;D-Heap-Min;8;10000;invertido;3.91048;40160
10;D-Heap-Min;8;10000;invertido;4.70968;40160
11;D-Heap-Min;8;10000;invertido;3.94238;40160
12;D-Heap-Min;8;10000;invertido;3.98438;40160
13;D-Heap-Min;8;10000;invertido;3.90478;40160
14;D-Heap-Min;8;10000;invertido;4.64428;40160
15;D-Heap-Min;8;10000;invertido;3.96188;40160
16;D-Heap-Min;8;10000;invertido;4.00608;40160
17;D-Heap-Min;8;10000;invertido;3.90438;40160
18;D-Heap-Min;8;10000;invertido;4.65018;40160
19;D-Heap-Min;8;10000;invertido;3.94438;40160
20;D-Heap-Min;8;10000;invertido;3.99578;40160
1;SmoothSort;-;10000;invertido;6.48447;40000
2;SmoothSort;-;10000;invertido;8.05297;40000
3;SmoothSort;-;10000;invertido;7.67707;40000
4;SmoothSort;-;10000;invertido;11.7985;40000
5;SmoothSort;-;10000;invertido;10.1306;40000
6;SmoothSort;-;10000;invertido;9.42596;40000
7;SmoothSort;-;10000;invertido;9.44066;40000
8;SmoothSort;-;10000;invertido;8.83266;40000
9;SmoothSort;-;10000;invertido;7.21887;40000
10;SmoothSort;-;10000;invertido;11.9213;40000
11;SmoothSort;-;10000;invertido;6.85067;40000
12;SmoothSort;-;10000;invertido;8.51666;40000
13;SmoothSort;-;10000;invertido;9.55676;40000
14;SmoothSort;-;10000;invertido;8.95516;40000
15;SmoothSort;-;10000;invertido;6.79247;40000
16;SmoothSort;-;10000;invertido;6.25747;40000
17;SmoothSort;-;10000;invertido;8.07507;40000
18;SmoothSort;-;10000;invertido;5.05668;40000
19;SmoothSort;-;10000;invertido;5.86617;40000
20;SmoothSort;-;10000;invertido;5.83427;40000
1;D-Heap-Max;2;10000;aleatorio;4.85588;40448
2;D-Heap-Max;2;10000;aleatorio;5.68118;40448
3;D-Heap-Max;2;10000;aleatorio;4.86148;40448
4;D-Heap-Max;2;10000;aleatorio;5.01828;40448
5;D-Heap-Max;2;10000;aleatorio;5.17188;40448
6;D-Heap-Max;2;10000;aleatorio;4.84848;40448
7;D-Heap-Max;2;10000;aleatorio;4.83658;40448
8;D-Heap-Max;2;10000;aleatorio;5.11228;40448
9;D-Heap-Max;2;10000;aleatorio;4.80628;40448
10;D-Heap-Max;2;10000;aleatorio;4.80448;40448
11;D-Heap-Max;2;10000;aleatorio;4.81098;40448
12;D-Heap-Max;2;10000;aleatorio;4.91858;40448
13;D-Heap-Max;2;10000;aleatorio;4.78798;40448
14;D-Heap-Max;2;10000;aleatorio;4.73038;40448
15;D-Heap-Max;2;10000;aleatorio;4.71518;40448
16;D-Heap-Max;2;10000;aleatorio;4.75138;40448
17;D-Heap-Max;2;10000;aleatorio;4.80718;40448
18;D-Heap-Max;2;10000;aleatorio;4.73058;40448
19;D-Heap-Max;2;10000;aleatorio;4.73948;40448
20;D-Heap-Max;2;10000;aleatorio;4.72168;40448
1;D-Heap-Max;3;10000;aleatorio;4.13028;40288
2;D-Heap-Max;3;10000;aleatorio;3.97598;40288
3;D-Heap-Max;3;10000;aleatorio;3.96548;40288
4;D-Heap-Max;3;10000;aleatorio;3.95788;40288
5;D-Heap-Max;3;10000;aleatorio;3.94328;40288
6;D-Heap-Max;3;10000;aleatorio;4.02068;40288
7;D-Heap-Max;3;10000;aleatorio;3.97928;40288
8;D-Heap-Max;3;10000;aleatorio;3.95848;40288
9;D-Heap-Max;3;10000;aleatorio;3.95288;40288
10;D-Heap-Max;3;10000;aleatorio;4.02168;40288
11;D-Heap-Max;3;10000;aleatorio;3.99328;40288
12;D-Heap-Max;3;10000;aleatorio;3.95528;40288
13;D-Heap-Max;3;10000;aleatorio;3.94408;40288
14;D-Heap-Max;3;10000;aleatorio;3.95928;40288
15;D-Heap-Max;3;10000;aleatorio;4.08168;40288
16;D-Heap-Max;3;10000;aleatorio;3.97908;40288
17;D-Heap-Max;3;10000;aleatorio;4.02198;40288
18;D-Heap-Max;3;10000;aleatorio;3.96348;40288
19;D-Heap-Max;3;10000;aleatorio;3.95828;40288
20;D-Heap-Max;3;10000;aleatorio;4.06698;40288
1;D-Heap-Max;4;10000;aleatorio;3.85628;40224
2;D-Heap-Max;4;10000;aleatorio;3.87398;40224
3;D-Heap-Max;4;10000;aleatorio;3.90698;40224
4;D-Heap-Max;4;10000;aleatorio;3.95838;40224
5;D-Heap-Max;4;10000;aleatorio;3.87648;40224
6;D-Heap-Max;4;10000;aleatorio;3.90908;40224
7;D-Heap-Max;4;10000;aleatorio;3.93668;40224
8;D-Heap-Max;4;10000;aleatorio;3.99128;40224
9;D-Heap-Max;4;10000;aleatorio;3.89408;40224
10;D-Heap-Max;4;10000;aleatorio;3.88708;40224
11;D-Heap-Max;4;10000;aleatorio;3.86728;40224
12;D-Heap-Max;4;10000;aleatorio;3.98548;40224
13;D-Heap-Max;4;10000;aleatorio;3.83588;40224
14;D-Heap-Max;4;10000;aleatorio;3.86678;40224
