Indice;Algoritmo;D;Tamanho;Tipo;Tempo_ms;Memoria_B
3;D-Heap-Max;2;100000;aleatorio;61.9217;400544
4;D-Heap-Max;2;100000;aleatorio;61.1304;400544
5;D-Heap-Max;2;100000;aleatorio;61.2149;400544
6;D-Heap-Max;2;100000;aleatorio;61.0351;400544
7;D-Heap-Max;2;100000;aleatorio;60.7474;400544
8;D-Heap-Max;2;100000;aleatorio;72.3188;400544
9;D-Heap-Max;2;100000;aleatorio;61.7994;400544
10;D-Heap-Max;2;100000;aleatorio;65.1377;400544
11;D-Heap-Max;2;100000;aleatorio;63.7954;400544
12;D-Heap-Max;2;100000;aleatorio;67.3732;400544
13;D-Heap-Max;2;100000;aleatorio;67.3323;400544
14;D-Heap-Max;2;100000;aleatorio;76.3089;400544
15;D-Heap-Max;2;100000;aleatorio;62.6108;400544
16;D-Heap-Max;2;100000;aleatorio;62.9311;400544
17;D-Heap-Max;2;100000;aleatorio;67.8553;400544
18;D-Heap-Max;2;100000;aleatorio;73.8279;400544
19;D-Heap-Max;2;100000;aleatorio;78.1101;400544
20;D-Heap-Max;2;100000;aleatorio;70.0561;400544
1;D-Heap-Max;3;100000;aleatorio;61.4577;400352
2;D-Heap-Max;3;100000;aleatorio;59.0219;400352
3;D-Heap-Max;3;100000;aleatorio;67.4147;400352
4;D-Heap-Max;3;100000;aleatorio;61.2126;400352
5;D-Heap-Max;3;100000;aleatorio;68.0289;400352
6;D-Heap-Max;3;100000;aleatorio;55.2785;400352
7;D-Heap-Max;3;100000;aleatorio;51.5073;400352
8;D-Heap-Max;3;100000;aleatorio;69.2244;400352
9;D-Heap-Max;3;100000;aleatorio;60.85;400352
10;D-Heap-Max;3;100000;aleatorio;61.886;400352
11;D-Heap-Max;3;100000;aleatorio;61.5514;400352
12;D-Heap-Max;3;100000;aleatorio;63;400352
13;D-Heap-Max;3;100000;aleatorio;62.4917;400352
14;D-Heap-Max;3;100000;aleatorio;80.6922;400352
15;D-Heap-Max;3;100000;aleatorio;51.7568;400352
16;D-Heap-Max;3;100000;aleatorio;64.3916;400352
17;D-Heap-Max;3;100000;aleatorio;65.0149;400352
18;D-Heap-Max;3;100000;aleatorio;52.3997;400352
19;D-Heap-Max;3;100000;aleatorio;57.5021;400352
20;D-Heap-Max;3;100000;aleatorio;52.469;400352
1;D-Heap-Max;4;100000;aleatorio;50.2751;400288
2;D-Heap-Max;4;100000;aleatorio;54.3646;400288
3;D-Heap-Max;4;100000;aleatorio;55.6302;400288
4;D-Heap-Max;4;100000;aleatorio;60.3718;400288
5;D-Heap-Max;4;100000;aleatorio;50.6951;400288
6;D-Heap-Max;4;100000;aleatorio;59.9702;400288
7;D-Heap-Max;4;100000;aleatorio;60.2535;400288
8;D-Heap-Max;4;100000;aleatorio;64.2101;400288
9;D-Heap-Max;4;100000;aleatorio;55.4454;400288
10;D-Heap-Max;4;100000;aleatorio;59.3856;400288
11;D-Heap-Max;4;100000;aleatorio;64.4978;400288
12;D-Heap-Max;4;100000;aleatorio;57.0638;400288
13;D-Heap-Max;4;100000;aleatorio;61.569;400288
14;D-Heap-Max;4;100000;aleatorio;50.8349;400288
15;D-Heap-Max;4;100000;aleatorio;49.9192;400288
16;D-Heap-Max;4;100000;aleatorio;71.6202;400288
17;D-Heap-Max;4;100000;aleatorio;55.382;400288
18;D-Heap-Max;4;100000;aleatorio;67.0944;400288
19;D-Heap-Max;4;100000;aleatorio;63.8885;400288
20;D-Heap-Max;4;100000;aleatorio;49.9691;400288
1;D-Heap-Max;8;100000;aleatorio;70.4955;400192
2;D-Heap-Max;8;100000;aleatorio;67.1869;400192
3;D-Heap-Max;8;100000;aleatorio;79.9838;400192
4;D-Heap-Max;8;100000;aleatorio;73.4497;400192
5;D-Heap-Max;8;100000;aleatorio;75.4514;400192
6;D-Heap-Max;8;100000;aleatorio;61.3571;400192
7;D-Heap-Max;8;100000;aleatorio;67.7752;400192
8;D-Heap-Max;8;100000;aleatorio;65.3358;400192
9;D-Heap-Max;8;100000;aleatorio;77.3788;400192
10;D-Heap-Max;8;100000;aleatorio;77.7065;400192
11;D-Heap-Max;8;100000;aleatorio;71.5867;400192
12;D-Heap-Max;8;100000;aleatorio;57.1276;400192
13;D-Heap-Max;8;100000;aleatorio;58.014;400192
14;D-Heap-Max;8;100000;aleatorio;56.5556;400192
15;D-Heap-Max;8;100000;aleatorio;67.6636;400192
16;D-Heap-Max;8;100000;aleatorio;70.5846;400192
17;D-Heap-Max;8;100000;aleatorio;67.096;400192
18;D-Heap-Max;8;100000;aleatorio;70.003;400192
19;D-Heap-Max;8;100000;aleatorio;66.6395;400192
20;D-Heap-Max;8;100000;aleatorio;54.9692;400192
1;D-Heap-Min;2;100000;aleatorio;74.1868;400544
2;D-Heap-Min;2;100000;aleatorio;81.3426;400544
3;D-Heap-Min;2;100000;aleatorio;73.9084;400544
4;D-Heap-Min;2;100000;aleatorio;91.135;400544
5;D-Heap-Min;2;100000;aleatorio;81.8671;400544
6;D-Heap-Min;2;100000;aleatorio;73.3796;400544
7;D-Heap-Min;2;100000;aleatorio;89.6983;400544
8;D-Heap-Min;2;100000;aleatorio;71.6157;400544
9;D-Heap-Min;2;100000;aleatorio;67.7069;400544
10;D-Heap-Min;2;100000;aleatorio;68.2369;400544
11;D-Heap-Min;2;100000;aleatorio;72.1139;400544
12;D-Heap-Min;2;100000;aleatorio;70.9957;400544
13;D-Heap-Min;2;100000;aleatorio;76.1141;400544
14;D-Heap-Min;2;100000;aleatorio;66.3399;400544
15;D-Heap-Min;2;100000;aleatorio;73.6754;400544
16;D-Heap-Min;2;100000;aleatorio;63.5749;400544
17;D-Heap-Min;2;100000;aleatorio;70.0065;400544
18;D-Heap-Min;2;100000;aleatorio;65.3709;400544
19;D-Heap-Min;2;100000;aleatorio;72.8786;400544
20;D-Heap-Min;2;100000;aleatorio;66.7295;400544
1;D-Heap-Min;3;100000;aleatorio;61.3704;400352
2;D-Heap-Min;3;100000;aleatorio;61.8488;400352
3;D-Heap-Min;3;100000;aleatorio;70.9801;400352
4;D-Heap-Min;3;100000;aleatorio;68.1516;400352
5;D-Heap-Min;3;100000;aleatorio;67.4122;400352
6;D-Heap-Min;3;100000;aleatorio;55.1804;400352
7;D-Heap-Min;3;100000;aleatorio;54.8581;400352
8;D-Heap-Min;3;100000;aleatorio;58.4155;400352
9;D-Heap-Min;3;100000;aleatorio;53.0606;400352
10;D-Heap-Min;3;100000;aleatorio;52.9063;400352
11;D-Heap-Min;3;100000;aleatorio;52.7241;400352
12;D-Heap-Min;3;100000;aleatorio;51.891;400352
13;D-Heap-Min;3;100000;aleatorio;51.9498;400352
14;D-Heap-Min;3;100000;aleatorio;51.6146;400352
15;D-Heap-Min;3;100000;aleatorio;52.8685;400352
16;D-Heap-Min;3;100000;aleatorio;59.2752;400352
17;D-Heap-Min;3;100000;aleatorio;52.3187;400352
18;D-Heap-Min;3;100000;aleatorio;51.8093;400352
19;D-Heap-Min;3;100000;aleatorio;52.2213;400352
20;D-Heap-Min;3;100000;aleatorio;53.93;400352
1;D-Heap-Min;4;100000;aleatorio;50.2875;400288
2;D-Heap-Min;4;100000;aleatorio;50.1613;400288
3;D-Heap-Min;4;100000;aleatorio;50.5231;400288
4;D-Heap-Min;4;100000;aleatorio;51.3606;400288
5;D-Heap-Min;4;100000;aleatorio;51.5949;400288
6;D-Heap-Min;4;100000;aleatorio;50.8043;400288
7;D-Heap-Min;4;100000;aleatorio;50.4831;400288
8;D-Heap-Min;4;100000;aleatorio;50.656;400288
9;D-Heap-Min;4;100000;aleatorio;50.3646;400288
10;D-Heap-Min;4;100000;aleatorio;50.4218;400288
11;D-Heap-Min;4;100000;aleatorio;50.1344;400288
12;D-Heap-Min;4;100000;aleatorio;51.1834;400288
13;D-Heap-Min;4;100000;aleatorio;50.1287;400288
14;D-Heap-Min;4;100000;aleatorio;50.7283;400288
15;D-Heap-Min;4;100000;aleatorio;51.5933;400288
16;D-Heap-Min;4;100000;aleatorio;56.1287;400288
17;D-Heap-Min;4;100000;aleatorio;50.1478;400288
18;D-Heap-Min;4;100000;aleatorio;59.3924;400288
19;D-Heap-Min;4;100000;aleatorio;50.6231;400288
20;D-Heap-Min;4;100000;aleatorio;50.6891;400288
1;D-Heap-Min;8;100000;aleatorio;55.7395;400192
2;D-Heap-Min;8;100000;aleatorio;56.5424;400192
3;D-Heap-Min;8;100000;aleatorio;58.1995;400192
4;D-Heap-Min;8;100000;aleatorio;56.1665;400192
5;D-Heap-Min;8;100000;aleatorio;57.4075;400192
6;D-Heap-Min;8;100000;aleatorio;57.6734;400192
7;D-Heap-Min;8;100000;aleatorio;64.7635;400192
8;D-Heap-Min;8;100000;aleatorio;55.9323;400192
9;D-Heap-Min;8;100000;aleatorio;55.9138;400192
10;D-Heap-Min;8;100000;aleatorio;55.7207;400192
11;D-Heap-Min;8;100000;aleatorio;57.9992;400192
12;D-Heap-Min;8;100000;aleatorio;56.0222;400192
13;D-Heap-Min;8;100000;aleatorio;63.5827;400192
14;D-Heap-Min;8;100000;aleatorio;56.6865;400192
15;D-Heap-Min;8;100000;aleatorio;56.8381;400192
16;D-Heap-Min;8;100000;aleatorio;56.3124;400192
17;D-Heap-Min;8;100000;aleatorio;56.4594;400192
18;D-Heap-Min;8;100000;aleatorio;56.0005;400192
19;D-Heap-Min;8;100000;aleatorio;56.6094;400192
20;D-Heap-Min;8;100000;aleatorio;56.7737;400192
1;SmoothSort;-;100000;aleatorio;78.9076;400000
2;SmoothSort;-;100000;aleatorio;80.1624;400000
3;SmoothSort;-;100000;aleatorio;79.579;400000
4;SmoothSort;-;100000;aleatorio;78.8331;400000
5;SmoothSort;-;100000;aleatorio;76.6381;400000
6;SmoothSort;-;100000;aleatorio;76.6774;400000
7;SmoothSort;-;100000;aleatorio;76.9386;400000
8;SmoothSort;-;100000;aleatorio;81.4269;400000
9;SmoothSort;-;100000;aleatorio;77.3015;400000
10;SmoothSort;-;100000;aleatorio;76.615;400000
11;SmoothSort;-;100000;aleatorio;76.7539;400000
12;SmoothSort;-;100000;aleatorio;76.5643;400000
13;SmoothSort;-;100000;aleatorio;77.6362;400000
14;SmoothSort;-;100000;aleatorio;76.8353;400000
15;SmoothSort;-;100000;aleatorio;77.2346;400000
16;SmoothSort;-;100000;aleatorio;78.3881;400000
17;SmoothSort;-;100000;aleatorio;77.0755;400000
18;SmoothSort;-;100000;aleatorio;76.2672;400000
19;SmoothSort;-;100000;aleatorio;77.8624;400000
20;SmoothSort;-;100000;aleatorio;84.7762;400000
1;D-Heap-Max;2;1000000;ordenado;682.553;4000640
2;D-Heap-Max;2;1000000;ordenado;683.481;4000640
3;D-Heap-Max;2;1000000;ordenado;677.748;4000640
4;D-Heap-Max;2;1000000;ordenado;693.359;4000640
5;D-Heap-Max;2;1000000;ordenado;688.415;4000640
6;D-Heap-Max;2;1000000;ordenado;680.504;4000640
7;D-Heap-Max;2;1000000;ordenado;691.779;4000640
8;D-Heap-Max;2;1000000;ordenado;685.506;4000640
9;D-Heap-Max;2;1000000;ordenado;680.082;4000640
10;D-Heap-Max;2;1000000;ordenado;691.439;4000640
11;D-Heap-Max;2;1000000;ordenado;703.008;4000640
12;D-Heap-Max;2;1000000;ordenado;678.223;4000640
13;D-Heap-Max;2;1000000;ordenado;677.368;4000640
14;D-Heap-Max;2;1000000;ordenado;699.386;4000640
15;D-Heap-Max;2;1000000;ordenado;681.765;4000640
16;D-Heap-Max;2;1000000;ordenado;686.689;4000640
17;D-Heap-Max;2;1000000;ordenado;691.51;4000640
18;D-Heap-Max;2;1000000;ordenado;680.596;4000640
19;D-Heap-Max;2;1000000;ordenado;683.899;4000640
20;D-Heap-Max;2;1000000;ordenado;697.869;4000640
1;D-Heap-Max;3;1000000;ordenado;549.859;4000416
2;D-Heap-Max;3;1000000;ordenado;546.288;4000416
3;D-Heap-Max;3;1000000;ordenado;551.042;4000416
4;D-Heap-Max;3;1000000;ordenado;545.599;4000416
5;D-Heap-Max;3;1000000;ordenado;559.327;4000416
6;D-Heap-Max;3;1000000;ordenado;548.613;4000416
7;D-Heap-Max;3;1000000;ordenado;546.163;4000416
8;D-Heap-Max;3;1000000;ordenado;542.969;4000416
9;D-Heap-Max;3;1000000;ordenado;563.362;4000416
10;D-Heap-Max;3;1000000;ordenado;547.849;4000416
11;D-Heap-Max;3;1000000;ordenado;542.745;4000416
12;D-Heap-Max;3;1000000;ordenado;547.083;4000416
13;D-Heap-Max;3;1000000;ordenado;556.727;4000416
14;D-Heap-Max;3;1000000;ordenado;546.017;4000416
15;D-Heap-Max;3;1000000;ordenado;549.843;4000416
16;D-Heap-Max;3;1000000;ordenado;539.724;4000416
17;D-Heap-Max;3;1000000;ordenado;560.853;4000416
18;D-Heap-Max;3;1000000;ordenado;542.856;4000416
19;D-Heap-Max;3;1000000;ordenado;541.861;4000416
20;D-Heap-Max;3;1000000;ordenado;561.254;4000416
1;D-Heap-Max;4;1000000;ordenado;530.585;4000320
2;D-Heap-Max;4;1000000;ordenado;515.095;4000320
3;D-Heap-Max;4;1000000;ordenado;516.874;4000320
4;D-Heap-Max;4;1000000;ordenado;510.117;4000320
5;D-Heap-Max;4;1000000;ordenado;516.705;4000320
6;D-Heap-Max;4;1000000;ordenado;527.292;4000320
7;D-Heap-Max;4;1000000;ordenado;534.928;4000320
8;D-Heap-Max;4;1000000;ordenado;513.063;4000320
9;D-Heap-Max;4;1000000;ordenado;512.242;4000320
10;D-Heap-Max;4;1000000;ordenado;530.829;4000320
11;D-Heap-Max;4;1000000;ordenado;513.495;4000320
12;D-Heap-Max;4;1000000;ordenado;514.916;4000320
13;D-Heap-Max;4;1000000;ordenado;510.049;4000320
14;D-Heap-Max;4;1000000;ordenado;526.957;4000320
15;D-Heap-Max;4;1000000;ordenado;640.603;4000320
16;D-Heap-Max;4;1000000;ordenado;515.619;4000320
17;D-Heap-Max;4;1000000;ordenado;515.293;4000320
18;D-Heap-Max;4;1000000;ordenado;515.838;4000320
19;D-Heap-Max;4;1000000;ordenado;530.414;4000320
20;D-Heap-Max;4;1000000;ordenado;517.373;4000320
1;D-Heap-Max;8;1000000;ordenado;596.139;4000224
2;D-Heap-Max;8;1000000;ordenado;584.932;4000224
3;D-Heap-Max;8;1000000;ordenado;797.904;4000224
4;D-Heap-Max;8;1000000;ordenado;603.429;4000224
5;D-Heap-Max;8;1000000;ordenado;654.927;4000224
6;D-Heap-Max;8;1000000;ordenado;818.107;4000224
7;D-Heap-Max;8;1000000;ordenado;733.695;4000224
8;D-Heap-Max;8;1000000;ordenado;659.461;4000224
9;D-Heap-Max;8;1000000;ordenado;733.532;4000224
10;D-Heap-Max;8;1000000;ordenado;620.52;4000224
11;D-Heap-Max;8;1000000;ordenado;701.924;4000224
12;D-Heap-Max;8;1000000;ordenado;634.243;4000224
13;D-Heap-Max;8;1000000;ordenado;690.301;4000224
14;D-Heap-Max;8;1000000;ordenado;744.521;4000224
15;D-Heap-Max;8;1000000;ordenado;840.226;4000224
16;D-Heap-Max;8;1000000;ordenado;706.466;4000224
17;D-Heap-Max;8;1000000;ordenado;666.567;4000224
18;D-Heap-Max;8;1000000;ordenado;643.851;4000224
19;D-Heap-Max;8;1000000;ordenado;681.257;4000224
20;D-Heap-Max;8;1000000;ordenado;638.351;4000224
1;D-Heap-Min;2;1000000;ordenado;856.431;4000640
2;D-Heap-Min;2;1000000;ordenado;759.755;4000640
3;D-Heap-Min;2;1000000;ordenado;767.679;4000640
4;D-Heap-Min;2;1000000;ordenado;736.029;4000640
5;D-Heap-Min;2;1000000;ordenado;766.466;4000640
6;D-Heap-Min;2;1000000;ordenado;726.991;4000640
7;D-Heap-Min;2;1000000;ordenado;876.734;4000640
8;D-Heap-Min;2;1000000;ordenado;765.003;4000640
9;D-Heap-Min;2;1000000;ordenado;953.345;4000640
10;D-Heap-Min;2;1000000;ordenado;815.786;4000640
11;D-Heap-Min;2;1000000;ordenado;705.526;4000640
12;D-Heap-Min;2;1000000;ordenado;790.703;4000640
13;D-Heap-Min;2;1000000;ordenado;751.557;4000640
14;D-Heap-Min;2;1000000;ordenado;1394.8;4000640
15;D-Heap-Min;2;1000000;ordenado;1072.28;4000640
16;D-Heap-Min;2;1000000;ordenado;1066.21;4000640
17;D-Heap-Min;2;1000000;ordenado;1190.29;4000640
18;D-Heap-Min;2;1000000;ordenado;1058.97;4000640
19;D-Heap-Min;2;1000000;ordenado;1054.34;4000640
20;D-Heap-Min;2;1000000;ordenado;1098.39;4000640
1;D-Heap-Min;3;1000000;ordenado;840.809;4000416
2;D-Heap-Min;3;1000000;ordenado;935.24;4000416
3;D-Heap-Min;3;1000000;ordenado;822.156;4000416
4;D-Heap-Min;3;1000000;ordenado;566.019;4000416
5;D-Heap-Min;3;1000000;ordenado;560.914;4000416
6;D-Heap-Min;3;1000000;ordenado;756.746;4000416
7;D-Heap-Min;3;1000000;ordenado;716.742;4000416
8;D-Heap-Min;3;1000000;ordenado;602.256;4000416
9;D-Heap-Min;3;1000000;ordenado;561.059;4000416
10;D-Heap-Min;3;1000000;ordenado;1180.83;4000416
11;D-Heap-Min;3;1000000;ordenado;731.215;4000416
12;D-Heap-Min;3;1000000;ordenado;655.31;4000416
13;D-Heap-Min;3;1000000;ordenado;935.609;4000416
14;D-Heap-Min;3;1000000;ordenado;678.286;4000416
15;D-Heap-Min;3;1000000;ordenado;587.421;4000416
16;D-Heap-Min;3;1000000;ordenado;720.301;4000416
17;D-Heap-Min;3;1000000;ordenado;569.139;4000416
18;D-Heap-Min;3;1000000;ordenado;580.938;4000416
19;D-Heap-Min;3;1000000;ordenado;540.409;4000416
20;D-Heap-Min;3;1000000;ordenado;606.527;4000416
1;D-Heap-Min;4;1000000;ordenado;557.869;4000320
2;D-Heap-Min;4;1000000;ordenado;533.787;4000320
3;D-Heap-Min;4;1000000;ordenado;524.721;4000320
4;D-Heap-Min;4;1000000;ordenado;536.179;4000320
5;D-Heap-Min;4;1000000;ordenado;693.211;4000320
6;D-Heap-Min;4;1000000;ordenado;702.803;4000320
7;D-Heap-Min;4;1000000;ordenado;775.456;4000320
8;D-Heap-Min;4;1000000;ordenado;589.881;4000320
9;D-Heap-Min;4;1000000;ordenado;524.964;4000320
10;D-Heap-Min;4;1000000;ordenado;542.439;4000320
11;D-Heap-Min;4;1000000;ordenado;647.627;4000320
12;D-Heap-Min;4;1000000;ordenado;612.499;4000320
13;D-Heap-Min;4;1000000;ordenado;806.139;4000320
14;D-Heap-Min;4;1000000;ordenado;853.945;4000320
15;D-Heap-Min;4;1000000;ordenado;702.703;4000320
16;D-Heap-Min;4;1000000;ordenado;664.76;4000320
17;D-Heap-Min;4;1000000;ordenado;651.481;4000320
18;D-Heap-Min;4;1000000;ordenado;653.546;4000320
19;D-Heap-Min;4;1000000;ordenado;653.537;4000320
20;D-Heap-Min;4;1000000;ordenado;636.481;4000320
1;D-Heap-Min;8;1000000;ordenado;743.261;4000224
2;D-Heap-Min;8;1000000;ordenado;729.955;4000224
3;D-Heap-Min;8;1000000;ordenado;751.098;4000224
4;D-Heap-Min;8;1000000;ordenado;588.798;4000224
5;D-Heap-Min;8;1000000;ordenado;661.477;4000224
6;D-Heap-Min;8;1000000;ordenado;642.729;4000224
7;D-Heap-Min;8;1000000;ordenado;642.028;4000224
8;D-Heap-Min;8;1000000;ordenado;866.568;4000224
9;D-Heap-Min;8;1000000;ordenado;578.07;4000224
10;D-Heap-Min;8;1000000;ordenado;825.655;4000224
11;D-Heap-Min;8;1000000;ordenado;696.389;4000224
12;D-Heap-Min;8;1000000;ordenado;600.591;4000224
13;D-Heap-Min;8;1000000;ordenado;998.941;4000224
14;D-Heap-Min;8;1000000;ordenado;656.267;4000224
15;D-Heap-Min;8;1000000;ordenado;641.921;4000224
16;D-Heap-Min;8;1000000;ordenado;581.688;4000224
17;D-Heap-Min;8;1000000;ordenado;561.251;4000224
18;D-Heap-Min;8;1000000;ordenado;625.893;4000224
19;D-Heap-Min;8;1000000;ordenado;596.616;4000224
20;D-Heap-Min;8;1000000;ordenado;621.257;4000224
1;SmoothSort;-;1000000;ordenado;49.7496;4000000
2;SmoothSort;-;1000000;ordenado;48.8521;4000000
3;SmoothSort;-;1000000;ordenado;49.1972;4000000
4;SmoothSort;-;1000000;ordenado;49.7288;4000000
5;SmoothSort;-;1000000;ordenado;51.1429;4000000
6;SmoothSort;-;1000000;ordenado;48.7915;4000000
7;SmoothSort;-;1000000;ordenado;49.0162;4000000
8;SmoothSort;-;1000000;ordenado;49.5695;4000000
9;SmoothSort;-;1000000;ordenado;48.8199;4000000
10;SmoothSort;-;1000000;ordenado;49.8834;4000000
11;SmoothSort;-;1000000;ordenado;49.5289;4000000
12;SmoothSort;-;1000000;ordenado;48.7009;4000000
13;SmoothSort;-;1000000;ordenado;48.7006;4000000
14;SmoothSort;-;1000000;ordenado;48.3978;4000000
15;SmoothSort;-;1000000;ordenado;48.5129;4000000
16;SmoothSort;-;1000000;ordenado;49.8778;4000000
17;SmoothSort;-;1000000;ordenado;57.6538;4000000
18;SmoothSort;-;1000000;ordenado;54.5852;4000000
19;SmoothSort;-;1000000;ordenado;58.5655;4000000
20;SmoothSort;-;1000000;ordenado;165.524;4000000
1;D-Heap-Max;2;1000000;invertido;725.101;4000640
2;D-Heap-Max;2;1000000;invertido;719.259;4000640
3;D-Heap-Max;2;1000000;invertido;719.195;4000640
4;D-Heap-Max;2;1000000;invertido;778.601;4000640
5;D-Heap-Max;2;1000000;invertido;753.926;4000640
6;D-Heap-Max;2;1000000;invertido;768.369;4000640
7;D-Heap-Max;2;1000000;invertido;822.019;4000640
8;D-Heap-Max;2;1000000;invertido;689.087;4000640
9;D-Heap-Max;2;1000000;invertido;681.78;4000640
10;D-Heap-Max;2;1000000;invertido;715.025;4000640
11;D-Heap-Max;2;1000000;invertido;687.345;4000640
12;D-Heap-Max;2;1000000;invertido;689.005;4000640
13;D-Heap-Max;2;1000000;invertido;694.502;4000640
14;D-Heap-Max;2;1000000;invertido;755.228;4000640
15;D-Heap-Max;2;1000000;invertido;710.077;4000640
16;D-Heap-Max;2;1000000;invertido;710.783;4000640
17;D-Heap-Max;2;1000000;invertido;713.069;4000640
18;D-Heap-Max;2;1000000;invertido;676.049;4000640
19;D-Heap-Max;2;1000000;invertido;758.394;4000640
20;D-Heap-Max;2;1000000;invertido;851.447;4000640
1;D-Heap-Max;3;1000000;invertido;594.884;4000416
2;D-Heap-Max;3;1000000;invertido;576.289;4000416
3;D-Heap-Max;3;1000000;invertido;589.662;4000416
4;D-Heap-Max;3;1000000;invertido;758.452;4000416
5;D-Heap-Max;3;1000000;invertido;696.164;4000416
6;D-Heap-Max;3;1000000;invertido;684.505;4000416
7;D-Heap-Max;3;1000000;invertido;568.052;4000416
8;D-Heap-Max;3;1000000;invertido;627.067;4000416
9;D-Heap-Max;3;1000000;invertido;601.437;4000416
10;D-Heap-Max;3;1000000;invertido;546.987;4000416
11;D-Heap-Max;3;1000000;invertido;850.801;4000416
12;D-Heap-Max;3;1000000;invertido;739.778;4000416
13;D-Heap-Max;3;1000000;invertido;1047.98;4000416
14;D-Heap-Max;3;1000000;invertido;1063.55;4000416
15;D-Heap-Max;3;1000000;invertido;865.843;4000416
16;D-Heap-Max;3;1000000;invertido;1012.1;4000416
17;D-Heap-Max;3;1000000;invertido;890.373;4000416
18;D-Heap-Max;3;1000000;invertido;967.251;4000416
19;D-Heap-Max;3;1000000;invertido;739.961;4000416
20;D-Heap-Max;3;1000000;invertido;822.76;4000416
1;D-Heap-Max;4;1000000;invertido;647.248;4000320
2;D-Heap-Max;4;1000000;invertido;676.75;4000320
3;D-Heap-Max;4;1000000;invertido;582.718;4000320
4;D-Heap-Max;4;1000000;invertido;554.194;4000320
5;D-Heap-Max;4;1000000;invertido;623.788;4000320
6;D-Heap-Max;4;1000000;invertido;505.92;4000320
7;D-Heap-Max;4;1000000;invertido;558.227;4000320
8;D-Heap-Max;4;1000000;invertido;548.33;4000320
9;D-Heap-Max;4;1000000;invertido;617.319;4000320
10;D-Heap-Max;4;1000000;invertido;580.046;4000320
11;D-Heap-Max;4;1000000;invertido;496.858;4000320
12;D-Heap-Max;4;1000000;invertido;512.254;4000320
13;D-Heap-Max;4;1000000;invertido;498.041;4000320
14;D-Heap-Max;4;1000000;invertido;512.879;4000320
15;D-Heap-Max;4;1000000;invertido;500.257;4000320
16;D-Heap-Max;4;1000000;invertido;499.212;4000320
17;D-Heap-Max;4;1000000;invertido;510.671;4000320
18;D-Heap-Max;4;1000000;invertido;524.121;4000320
19;D-Heap-Max;4;1000000;invertido;494.188;4000320
20;D-Heap-Max;4;1000000;invertido;504.291;4000320
1;D-Heap-Max;8;1000000;invertido;550.783;4000224
2;D-Heap-Max;8;1000000;invertido;544.382;4000224
3;D-Heap-Max;8;1000000;invertido;603.089;4000224
4;D-Heap-Max;8;1000000;invertido;634.095;4000224
5;D-Heap-Max;8;1000000;invertido;813.148;4000224
6;D-Heap-Max;8;1000000;invertido;625.258;4000224
7;D-Heap-Max;8;1000000;invertido;638.208;4000224
8;D-Heap-Max;8;1000000;invertido;643.673;4000224
9;D-Heap-Max;8;1000000;invertido;617.738;4000224
10;D-Heap-Max;8;1000000;invertido;638.705;4000224
11;D-Heap-Max;8;1000000;invertido;638.622;4000224
12;D-Heap-Max;8;1000000;invertido;652.888;4000224
13;D-Heap-Max;8;1000000;invertido;790.796;4000224
14;D-Heap-Max;8;1000000;invertido;649.571;4000224
15;D-Heap-Max;8;1000000;invertido;658.636;4000224
16;D-Heap-Max;8;1000000;invertido;784.374;4000224
17;D-Heap-Max;8;1000000;invertido;683.627;4000224
18;D-Heap-Max;8;1000000;invertido;813.225;4000224
19;D-Heap-Max;8;1000000;invertido;630.007;4000224
20;D-Heap-Max;8;1000000;invertido;638.11;4000224
1;D-Heap-Min;2;1000000;invertido;820.579;4000640
2;D-Heap-Min;2;1000000;invertido;815.192;4000640
3;D-Heap-Min;2;1000000;invertido;770.725;4000640
4;D-Heap-Min;2;1000000;invertido;698.252;4000640
5;D-Heap-Min;2;1000000;invertido;725.431;4000640
6;D-Heap-Min;2;1000000;invertido;711.97;4000640
7;D-Heap-Min;2;1000000;invertido;695.61;4000640
8;D-Heap-Min;2;1000000;invertido;709.602;4000640
9;D-Heap-Min;2;1000000;invertido;717.047;4000640
10;D-Heap-Min;2;1000000;invertido;687.384;4000640
11;D-Heap-Min;2;1000000;invertido;697.327;4000640
12;D-Heap-Min;2;1000000;invertido;714.86;4000640
13;D-Heap-Min;2;1000000;invertido;691.168;4000640
14;D-Heap-Min;2;1000000;invertido;714.927;4000640
15;D-Heap-Min;2;1000000;invertido;690.487;4000640
16;D-Heap-Min;2;1000000;invertido;703.628;4000640
17;D-Heap-Min;2;1000000;invertido;711.133;4000640
18;D-Heap-Min;2;1000000;invertido;698.605;4000640
19;D-Heap-Min;2;1000000;invertido;782.368;4000640
20;D-Heap-Min;2;1000000;invertido;745.246;4000640
1;D-Heap-Min;3;1000000;invertido;579.805;4000416
2;D-Heap-Min;3;1000000;invertido;601.464;4000416
3;D-Heap-Min;3;1000000;invertido;711.084;4000416
4;D-Heap-Min;3;1000000;invertido;578.816;4000416
5;D-Heap-Min;3;1000000;invertido;563.635;4000416
6;D-Heap-Min;3;1000000;invertido;605.789;4000416
7;D-Heap-Min;3;1000000;invertido;599.087;4000416
8;D-Heap-Min;3;1000000;invertido;560.833;4000416
9;D-Heap-Min;3;1000000;invertido;562.677;4000416
10;D-Heap-Min;3;1000000;invertido;558.873;4000416
11;D-Heap-Min;3;1000000;invertido;561.65;4000416
12;D-Heap-Min;3;1000000;invertido;560.049;4000416
13;D-Heap-Min;3;1000000;invertido;557.55;4000416
